Gender_Customer Type_Age_Type of Travel_Class_Flight Distance_Inflight wifi service_Departure/Arrival time convenient_Ease of Online booking_Gate location_Food and drink_Online boarding_Seat comfort_Inflight entertainment_On-board service_Leg room service_Baggage handling_Checkin service_Inflight service_Cleanliness_Departure Delay in Minutes_Arrival Delay in Minutes_satisfaction
Male_Loyal Customer_25_Business travel_Business_1428_4_4_4_4_4_4_4_4_1_5_3_1_5_4_0_0,0_satisfied
Female_disloyal Customer_30_Business travel_Eco_528_4_3_5_3_2_5_2_2_3_2_3_4_4_2_0_0,0_neutral or dissatisfied
Male_Loyal Customer_62_Personal Travel_Eco_710_3_5_3_4_2_3_2_2_3_5_5_4_4_2_0_0,0_neutral or dissatisfied
Male_Loyal Customer_24_Business travel_Business_3680_4_1_4_4_2_2_2_2_5_5_5_5_4_2_0_0,0_satisfied
Female_Loyal Customer_22_Business travel_Eco_1521_4_1_1_1_4_4_4_4_1_4_1_1_5_4_3_13,0_satisfied
Male_Loyal Customer_44_Business travel_Business_1543_3_5_3_3_5_4_5_5_5_5_5_5_5_5_0_0,0_satisfied
Male_Loyal Customer_51_Business travel_Eco_235_4_3_3_3_4_4_4_4_3_2_3_3_4_4_0_0,0_neutral or dissatisfied
Male_Loyal Customer_43_Personal Travel_Business_1235_1_5_1_1_1_1_4_3_3_1_5_4_3_5_0_0,0_neutral or dissatisfied
Female_Loyal Customer_56_Business travel_Eco_308_2_3_3_3_5_2_5_2_2_2_2_2_2_2_0_0,0_satisfied
Male_disloyal Customer_41_Business travel_Eco_624_2_3_2_4_5_2_5_5_4_3_3_1_4_5_0_0,0_neutral or dissatisfied
Male_Loyal Customer_22_Personal Travel_Eco_1846_4_5_4_4_5_4_5_5_5_4_4_4_4_5_40_68,0_neutral or dissatisfied
Female_Loyal Customer_53_Business travel_Eco_192_5_2_2_2_3_4_2_5_5_5_5_2_5_4_0_1,0_satisfied
Female_Loyal Customer_39_Business travel_Business_370_3_3_3_3_2_4_5_4_4_4_4_4_4_5_10_12,0_satisfied
Female_disloyal Customer_32_Business travel_Business_802_4_4_4_2_2_4_4_2_4_2_4_3_5_2_0_10,0_neutral or dissatisfied
Female_Loyal Customer_40_Personal Travel_Eco_628_1_4_1_3_5_1_5_5_3_2_5_5_4_5_4_0,0_neutral or dissatisfied
Female_disloyal Customer_42_Business travel_Business_373_3_3_3_5_4_3_4_4_3_2_5_5_5_4_0_0,0_neutral or dissatisfied
Male_disloyal Customer_24_Business travel_Eco_725_4_4_4_2_2_4_2_2_4_2_3_1_5_2_0_4,0_satisfied
Male_Loyal Customer_22_Business travel_Business_277_3_3_3_3_3_3_3_1_5_4_3_3_2_3_116_177,0_neutral or dissatisfied
Female_Loyal Customer_36_Business travel_Eco Plus_267_2_3_3_3_2_2_2_2_1_1_3_4_4_2_59_55,0_neutral or dissatisfied
Female_Loyal Customer_60_Business travel_Business_1889_2_2_3_2_3_5_4_5_5_5_5_5_5_3_0_0,0_satisfied
Female_Loyal Customer_59_Personal Travel_Eco_460_2_5_2_5_3_3_4_5_5_2_4_1_5_2_4_2,0_neutral or dissatisfied
Female_Loyal Customer_58_Personal Travel_Eco Plus_990_3_5_2_3_3_4_5_1_1_2_1_5_1_3_0_0,0_neutral or dissatisfied
Male_disloyal Customer_24_Business travel_Business_444_4_0_4_2_2_4_2_2_5_3_5_3_5_2_20_32,0_satisfied
Female_Loyal Customer_53_Business travel_Eco_520_4_2_2_2_3_3_4_4_4_4_4_3_4_3_17_0,0_satisfied
Female_Loyal Customer_30_Business travel_Business_651_3_3_4_3_5_5_5_5_4_5_4_3_5_5_0_0,0_satisfied
Male_disloyal Customer_27_Business travel_Business_764_3_3_3_2_2_3_2_2_2_1_3_3_2_2_30_46,0_neutral or dissatisfied
Male_Loyal Customer_27_Business travel_Business_566_3_3_3_3_5_5_5_5_4_3_1_1_1_5_0_0,0_satisfied
Female_Loyal Customer_67_Personal Travel_Eco_626_3_4_3_1_2_4_5_3_3_3_3_3_3_5_0_0,0_neutral or dissatisfied
Female_Loyal Customer_32_Personal Travel_Eco_130_3_0_3_3_4_3_5_4_2_2_4_5_3_4_3_4,0_neutral or dissatisfied
Male_Loyal Customer_44_Business travel_Business_158_3_3_3_3_5_4_5_4_4_5_4_4_4_5_66_57,0_satisfied
Female_Loyal Customer_70_Personal Travel_Eco_1829_1_4_1_1_2_5_5_5_5_1_5_4_5_3_0_0,0_neutral or dissatisfied
Female_Loyal Customer_55_Personal Travel_Eco_646_3_2_3_4_4_3_4_5_5_3_5_4_5_3_0_3,0_neutral or dissatisfied
Male_Loyal Customer_66_Business travel_Eco_404_4_1_1_1_4_4_4_4_3_1_3_2_5_4_9_6,0_satisfied
Female_Loyal Customer_53_Personal Travel_Eco Plus_964_1_5_1_2_4_4_5_4_4_1_4_5_4_4_6_0,0_neutral or dissatisfied
Female_Loyal Customer_69_Personal Travel_Eco_872_2_3_2_2_4_2_3_5_5_2_5_3_5_3_14_0,0_neutral or dissatisfied
Female_Loyal Customer_42_Business travel_Business_1898_5_5_5_5_5_4_4_5_5_5_5_4_5_3_49_47,0_satisfied
Female_Loyal Customer_41_Business travel_Business_967_2_2_2_2_2_3_5_4_4_4_4_5_4_5_44_40,0_satisfied
Male_Loyal Customer_35_Business travel_Business_1042_3_2_2_2_2_4_3_3_3_3_3_3_3_2_0_0,0_neutral or dissatisfied
Female_Loyal Customer_54_Personal Travel_Business_153_3_5_3_5_2_4_5_2_2_3_2_4_2_5_0_0,0_neutral or dissatisfied
Male_Loyal Customer_44_Business travel_Business_366_3_3_2_3_2_5_4_4_4_4_4_3_4_4_5_24,0_satisfied
Female_disloyal Customer_26_Business travel_Eco Plus_913_1_2_2_2_4_2_3_4_3_2_1_1_4_4_0_0,0_neutral or dissatisfied
Female_Loyal Customer_44_Personal Travel_Eco_528_2_5_2_3_2_5_4_5_5_2_5_3_5_3_0_0,0_neutral or dissatisfied
Female_disloyal Customer_24_Business travel_Eco_1172_2_3_3_2_5_3_5_5_4_5_5_4_5_5_28_27,0_neutral or dissatisfied
Female_Loyal Customer_54_Personal Travel_Eco_999_2_4_2_4_4_5_5_5_5_2_5_5_5_4_0_0,0_neutral or dissatisfied
Male_Loyal Customer_42_Business travel_Eco Plus_489_2_2_2_2_2_2_2_2_4_3_3_1_2_2_0_0,0_neutral or dissatisfied
Male_disloyal Customer_36_Business travel_Eco_692_1_1_1_4_1_1_1_1_1_5_3_1_2_1_0_0,0_neutral or dissatisfied
Female_Loyal Customer_61_Business travel_Business_1585_2_2_3_2_1_1_5_3_3_4_3_4_3_4_24_20,0_satisfied
Female_Loyal Customer_50_Personal Travel_Eco_140_2_4_2_4_4_4_5_2_2_2_2_3_2_5_0_0,0_neutral or dissatisfied
Male_Loyal Customer_55_Business travel_Business_1400_3_5_5_5_4_3_2_3_3_3_3_1_3_4_1_0,0_neutral or dissatisfied
Male_disloyal Customer_21_Business travel_Eco_447_2_2_1_4_1_1_1_1_4_4_3_4_3_1_7_0,0_neutral or dissatisfied
Female_Loyal Customer_31_Personal Travel_Business_334_2_1_2_4_5_2_5_5_2_4_3_2_4_5_5_0,0_neutral or dissatisfied
Female_disloyal Customer_37_Business travel_Eco_158_1_2_1_3_1_1_1_1_1_4_3_4_3_1_24_20,0_neutral or dissatisfied
Female_Loyal Customer_50_Business travel_Business_3696_1_1_5_1_2_4_4_5_5_5_5_4_5_5_9_0,0_satisfied
Female_Loyal Customer_53_Business travel_Eco_329_1_0_0_3_1_3_3_4_4_1_4_4_4_1_0_0,0_neutral or dissatisfied
Male_Loyal Customer_45_Business travel_Business_2580_3_3_3_3_3_4_4_5_5_5_5_3_5_4_0_11,0_satisfied
Female_disloyal Customer_42_Business travel_Eco_84_3_5_3_1_5_3_5_5_5_5_3_5_4_5_0_34,0_neutral or dissatisfied
Female_Loyal Customer_54_Business travel_Eco_308_2_1_4_4_5_3_3_2_2_2_2_4_2_1_83_95,0_neutral or dissatisfied
Female_Loyal Customer_46_Business travel_Business_912_1_1_1_1_2_4_4_4_4_4_4_5_4_4_5_0,0_satisfied
Female_Loyal Customer_52_Personal Travel_Eco Plus_406_3_4_3_1_2_5_4_2_2_3_2_3_2_4_0_0,0_neutral or dissatisfied
Female_Loyal Customer_38_Personal Travel_Eco_397_2_5_2_2_5_2_5_5_5_4_4_5_5_5_0_0,0_neutral or dissatisfied
Male_Loyal Customer_35_Business travel_Business_2409_3_3_3_3_1_4_3_4_4_4_4_3_4_3_0_0,0_satisfied
Female_Loyal Customer_41_Personal Travel_Eco_545_2_2_2_3_4_2_4_4_1_3_4_1_4_4_0_0,0_neutral or dissatisfied
Female_disloyal Customer_40_Business travel_Business_2419_2_2_2_3_4_2_4_4_3_2_3_3_5_4_0_0,0_neutral or dissatisfied
Male_Loyal Customer_67_Personal Travel_Eco_899_2_5_2_2_2_2_2_2_5_2_4_5_5_2_0_0,0_neutral or dissatisfied
Female_Loyal Customer_38_Personal Travel_Eco_293_4_4_4_4_5_4_5_5_2_2_4_4_4_5_5_0,0_satisfied
Female_Loyal Customer_50_Personal Travel_Eco_1085_3_5_3_2_5_5_5_5_5_3_5_3_5_4_0_0,0_neutral or dissatisfied
Male_Loyal Customer_50_Business travel_Business_2475_5_5_5_5_2_5_4_2_2_2_2_3_2_5_0_0,0_satisfied
Male_Loyal Customer_56_Business travel_Business_2556_4_4_4_4_4_5_4_4_4_4_4_3_4_5_117_113,0_satisfied
Male_Loyal Customer_38_Personal Travel_Eco_237_3_4_3_4_2_3_2_2_3_3_4_4_3_2_0_2,0_neutral or dissatisfied
Female_Loyal Customer_7_Personal Travel_Eco_1120_3_5_3_3_2_3_2_2_4_4_4_5_5_2_16_13,0_neutral or dissatisfied
Male_Loyal Customer_45_Business travel_Eco_1660_4_1_1_1_4_4_4_4_2_5_2_4_3_4_0_7,0_neutral or dissatisfied
Male_Loyal Customer_34_Personal Travel_Eco_209_3_4_0_1_1_0_1_1_1_5_5_2_3_1_0_0,0_neutral or dissatisfied
Male_disloyal Customer_36_Business travel_Eco_338_3_4_3_4_2_3_2_2_3_4_3_1_3_2_0_0,0_neutral or dissatisfied
Male_Loyal Customer_27_Business travel_Business_3200_1_1_1_1_5_5_5_5_4_5_2_2_1_5_0_0,0_satisfied
Male_Loyal Customer_40_Personal Travel_Eco_1368_3_4_2_4_3_2_3_3_4_2_3_3_4_3_0_0,0_neutral or dissatisfied
Male_Loyal Customer_31_Business travel_Business_1999_4_5_4_4_5_5_5_5_4_4_4_3_4_5_0_4,0_satisfied
Male_Loyal Customer_25_Business travel_Eco Plus_680_0_5_0_2_1_0_1_1_3_1_4_5_5_1_0_0,0_satisfied
Female_Loyal Customer_45_Business travel_Eco_288_5_1_1_1_1_2_3_5_5_5_5_1_5_3_29_40,0_satisfied
Male_Loyal Customer_59_Personal Travel_Business_639_2_1_2_3_4_3_3_3_3_2_3_2_3_1_0_11,0_neutral or dissatisfied
Male_Loyal Customer_34_Personal Travel_Eco_201_3_5_3_3_2_3_5_2_5_2_1_3_1_2_3_8,0_neutral or dissatisfied
Female_Loyal Customer_22_Personal Travel_Eco_213_3_5_3_4_3_3_1_3_1_5_1_3_2_3_0_17,0_neutral or dissatisfied
Male_Loyal Customer_26_Business travel_Business_1680_3_1_1_1_3_3_3_3_1_2_4_2_3_3_27_10,0_neutral or dissatisfied
Male_Loyal Customer_37_Business travel_Business_2401_2_2_2_2_5_3_1_4_4_4_4_1_4_5_94_86,0_satisfied
Male_Loyal Customer_38_Business travel_Business_2746_2_2_2_2_2_5_2_4_4_4_4_1_4_5_0_0,0_satisfied
Female_Loyal Customer_17_Personal Travel_Eco_89_3_4_3_1_5_3_3_5_3_4_5_5_5_5_0_0,0_neutral or dissatisfied
Female_Loyal Customer_53_Personal Travel_Eco_404_3_3_3_4_4_4_4_5_5_3_5_1_5_2_0_0,0_neutral or dissatisfied
Female_disloyal Customer_28_Business travel_Eco Plus_599_2_2_2_3_4_2_4_4_3_3_3_1_3_4_0_46,0_neutral or dissatisfied
Female_Loyal Customer_41_Business travel_Business_3046_5_5_5_5_3_5_5_4_4_4_4_4_4_5_0_0,0_satisfied
Female_Loyal Customer_7_Personal Travel_Eco_516_2_4_2_3_5_2_5_5_5_4_5_5_4_5_0_0,0_neutral or dissatisfied
Male_disloyal Customer_48_Business travel_Business_759_3_3_3_2_2_3_2_2_4_2_5_4_5_2_2_1,0_neutral or dissatisfied
Male_Loyal Customer_13_Business travel_Eco_1400_2_1_1_1_2_1_2_2_4_3_3_3_4_2_0_0,0_neutral or dissatisfied
Female_Loyal Customer_49_Personal Travel_Eco_134_3_3_3_3_5_3_3_4_4_3_4_1_4_4_8_3,0_neutral or dissatisfied
Male_disloyal Customer_26_Business travel_Business_900_5_5_5_3_1_5_1_1_4_3_5_5_5_1_5_0,0_satisfied
Male_Loyal Customer_22_Business travel_Business_3648_2_2_2_2_3_3_3_3_2_4_3_5_3_3_0_0,0_satisfied
Female_Loyal Customer_53_Business travel_Business_3769_3_1_5_1_1_3_1_2_4_3_4_1_2_1_180_178,0_neutral or dissatisfied
Female_Loyal Customer_43_Business travel_Eco_563_4_4_4_4_3_5_5_4_4_4_4_5_4_5_0_0,0_satisfied
Male_Loyal Customer_56_Business travel_Business_3131_1_1_1_1_2_5_4_4_4_4_5_4_4_5_0_0,0_satisfied
Female_Loyal Customer_69_Personal Travel_Eco_631_3_5_2_5_3_3_4_5_5_2_5_1_5_1_0_0,0_neutral or dissatisfied
Male_Loyal Customer_59_Personal Travel_Eco_351_4_3_4_4_1_4_1_1_1_5_4_2_4_1_0_0,0_satisfied
Male_Loyal Customer_11_Personal Travel_Eco_562_5_5_5_5_3_5_3_3_4_4_5_1_2_3_0_0,0_satisfied
Female_Loyal Customer_25_Business travel_Eco_1874_4_3_3_3_4_4_3_4_3_1_4_5_1_4_86_78,0_satisfied
Female_disloyal Customer_29_Business travel_Eco_158_4_0_4_1_2_4_2_2_1_5_2_2_2_2_0_0,0_satisfied
Female_Loyal Customer_48_Business travel_Eco_95_5_3_3_3_1_2_1_5_5_5_5_1_5_2_0_0,0_satisfied
Female_Loyal Customer_42_Business travel_Business_266_1_1_1_1_4_3_4_4_4_4_4_2_4_1_0_0,0_satisfied
Male_disloyal Customer_15_Business travel_Eco_449_1_4_1_2_3_1_4_3_1_3_5_4_5_3_0_0,0_neutral or dissatisfied
Female_disloyal Customer_49_Business travel_Business_1416_3_4_4_2_2_3_2_2_4_2_5_5_4_2_0_0,0_neutral or dissatisfied
Male_Loyal Customer_41_Business travel_Business_2388_2_2_2_2_5_5_4_4_4_4_4_5_4_5_29_18,0_satisfied
Male_Loyal Customer_43_Business travel_Business_1678_1_1_2_1_3_4_4_2_2_2_2_4_2_5_0_0,0_satisfied
Male_Loyal Customer_60_Business travel_Business_1972_5_5_2_5_4_3_5_5_5_5_5_5_5_3_0_0,0_satisfied
Female_Loyal Customer_42_Personal Travel_Eco_337_4_1_4_3_3_3_3_3_3_4_1_2_3_2_0_0,0_satisfied
Female_Loyal Customer_42_Business travel_Eco_212_5_3_3_3_5_3_5_5_5_5_5_5_5_2_82_72,0_satisfied
Male_disloyal Customer_18_Business travel_Eco Plus_342_1_1_1_3_3_1_3_3_2_1_4_1_3_3_32_41,0_neutral or dissatisfied
Female_Loyal Customer_67_Personal Travel_Eco Plus_693_3_1_3_1_5_1_2_1_1_3_1_1_1_4_100_91,0_neutral or dissatisfied
Male_disloyal Customer_38_Business travel_Business_641_5_5_5_3_2_5_2_2_5_5_4_3_5_2_0_0,0_satisfied
Female_Loyal Customer_60_Business travel_Business_3823_2_2_1_2_4_4_4_5_5_4_5_3_5_3_1_0,0_satisfied
Male_disloyal Customer_23_Business travel_Business_282_4_5_4_1_4_4_4_4_3_3_5_3_4_4_9_1,0_satisfied
Male_disloyal Customer_25_Business travel_Business_544_3_5_3_1_2_3_2_2_4_2_5_4_4_2_0_0,0_neutral or dissatisfied
Female_Loyal Customer_38_Business travel_Business_2955_3_3_3_3_3_5_5_4_4_4_4_3_4_3_0_0,0_satisfied
Female_Loyal Customer_40_Business travel_Business_2806_1_1_1_1_3_1_5_5_5_5_5_5_5_5_0_4,0_satisfied
Female_Loyal Customer_61_Business travel_Business_2073_3_3_3_3_4_5_4_4_4_4_4_4_4_5_6_0,0_satisfied
Male_Loyal Customer_44_Personal Travel_Eco_1249_3_4_3_3_5_3_5_5_5_2_3_4_4_5_25_6,0_neutral or dissatisfied
Female_Loyal Customer_22_Personal Travel_Eco_284_3_5_3_1_3_3_3_3_4_5_5_3_5_3_34_35,0_neutral or dissatisfied
Female_disloyal Customer_8_Business travel_Eco_946_2_2_2_2_3_2_3_3_1_5_3_4_3_3_2_0,0_neutral or dissatisfied
Male_Loyal Customer_46_Personal Travel_Eco_895_4_5_4_1_1_4_1_1_2_1_3_3_5_1_40_25,0_satisfied
Male_Loyal Customer_62_Personal Travel_Eco_588_2_1_1_2_1_1_1_1_1_4_3_2_3_1_0_0,0_neutral or dissatisfied
Female_Loyal Customer_32_Personal Travel_Eco_641_3_4_3_2_2_3_2_2_4_5_4_5_4_2_0_0,0_neutral or dissatisfied
Female_Loyal Customer_65_Personal Travel_Eco_581_4_4_4_2_4_4_4_1_1_4_1_4_1_5_1_3,0_neutral or dissatisfied
Female_Loyal Customer_30_Business travel_Eco Plus_326_0_0_0_5_2_0_2_2_4_1_3_4_5_2_0_0,0_satisfied
Male_Loyal Customer_51_Business travel_Business_2075_5_5_5_5_2_5_5_5_5_5_5_3_5_3_0_0,0_satisfied
Female_Loyal Customer_47_Business travel_Business_964_5_5_4_5_5_4_5_5_5_5_5_4_5_3_1_3,0_satisfied
Male_Loyal Customer_54_Business travel_Business_3138_1_1_1_1_5_5_4_4_4_4_4_3_4_4_0_0,0_satisfied
Female_Loyal Customer_57_Personal Travel_Eco_251_1_5_0_5_3_2_3_1_1_0_3_5_1_3_0_4,0_neutral or dissatisfied
Male_Loyal Customer_13_Personal Travel_Eco_1119_1_5_1_3_2_1_2_2_3_4_4_5_5_2_0_0,0_neutral or dissatisfied
Female_disloyal Customer_20_Business travel_Eco_337_4_0_4_3_4_4_4_4_3_5_4_4_5_4_0_0,0_satisfied
Female_Loyal Customer_45_Business travel_Business_759_2_2_2_2_2_2_1_2_2_2_2_3_2_4_23_94,0_neutral or dissatisfied
Female_Loyal Customer_39_Personal Travel_Eco_1005_1_4_2_3_2_1_5_5_2_4_5_5_4_5_168_163,0_neutral or dissatisfied
Male_Loyal Customer_53_Business travel_Eco_359_1_3_3_3_1_1_1_1_1_2_3_4_4_1_0_0,0_neutral or dissatisfied
Female_Loyal Customer_61_Business travel_Eco Plus_384_4_5_5_5_3_3_2_4_4_4_4_3_4_5_96_102,0_satisfied
Male_Loyal Customer_16_Personal Travel_Eco_2586_3_5_3_4_4_3_4_4_5_2_4_5_4_4_45_42,0_neutral or dissatisfied
Female_Loyal Customer_44_Business travel_Business_2903_2_1_1_1_2_3_3_2_2_2_2_3_2_1_0_1,0_neutral or dissatisfied
Female_Loyal Customer_50_Business travel_Eco_1276_2_2_2_2_4_2_3_2_2_2_2_1_2_1_35_49,0_neutral or dissatisfied
Male_Loyal Customer_47_Business travel_Business_2204_5_5_5_5_4_4_4_2_2_2_2_4_2_3_6_0,0_satisfied
Female_Loyal Customer_80_Business travel_Business_3464_1_1_1_1_2_4_4_4_4_4_4_5_4_4_0_0,0_satisfied
Female_Loyal Customer_38_Personal Travel_Eco_562_5_3_5_3_4_5_4_4_1_1_3_4_3_4_0_0,0_satisfied
Male_Loyal Customer_31_Personal Travel_Eco_404_5_1_5_3_3_5_3_3_4_2_4_4_4_3_0_0,0_satisfied
Female_Loyal Customer_53_Business travel_Business_2560_5_5_5_5_5_4_5_3_3_3_3_3_3_3_0_3,0_satisfied
Female_Loyal Customer_56_Business travel_Eco Plus_308_4_2_2_2_5_3_4_4_4_4_4_5_4_2_0_0,0_satisfied
Male_disloyal Customer_38_Business travel_Business_1562_3_3_3_5_2_3_2_2_5_2_5_3_4_2_2_25,0_neutral or dissatisfied
Male_Loyal Customer_64_Personal Travel_Eco_129_1_0_1_2_1_1_1_1_3_2_5_4_4_1_13_9,0_neutral or dissatisfied
Female_Loyal Customer_62_Business travel_Business_3692_2_2_4_2_3_4_2_4_4_4_4_1_4_2_0_0,0_satisfied
Male_Loyal Customer_57_Business travel_Business_1859_1_1_1_1_2_5_5_4_4_4_4_5_4_5_16_15,0_satisfied
Female_disloyal Customer_27_Business travel_Eco_986_2_1_1_3_1_2_1_1_1_5_1_1_3_1_24_32,0_neutral or dissatisfied
Female_Loyal Customer_52_Business travel_Eco_919_3_4_4_4_3_2_2_3_3_3_3_1_3_1_85_72,0_neutral or dissatisfied
Female_Loyal Customer_45_Business travel_Eco Plus_576_4_2_2_2_3_1_3_4_4_4_4_5_4_2_0_0,0_satisfied
Female_disloyal Customer_23_Business travel_Eco_423_3_3_3_3_1_3_1_1_2_2_3_3_3_1_6_13,0_neutral or dissatisfied
Male_Loyal Customer_55_Business travel_Eco_1416_5_2_2_2_5_5_5_5_4_3_5_2_5_5_1_0,0_satisfied
Male_Loyal Customer_53_Business travel_Business_1464_3_2_2_2_5_4_4_3_3_3_3_3_3_3_0_0,0_neutral or dissatisfied
Female_Loyal Customer_9_Personal Travel_Eco_715_4_4_4_3_1_4_1_1_5_4_4_4_4_1_11_4,0_satisfied
Male_Loyal Customer_33_Business travel_Business_541_2_2_3_2_4_4_4_4_5_2_5_3_4_4_86_85,0_satisfied
Male_disloyal Customer_64_Business travel_Business_293_3_3_3_3_3_3_3_3_4_4_4_4_4_3_3_0,0_neutral or dissatisfied
Male_Loyal Customer_59_Personal Travel_Eco_2521_1_1_1_3_1_3_5_2_3_3_2_5_2_5_0_2,0_neutral or dissatisfied
Female_Loyal Customer_13_Business travel_Business_2544_3_1_3_3_3_3_3_3_4_3_4_3_3_3_0_0,0_neutral or dissatisfied
Male_Loyal Customer_44_Personal Travel_Eco_158_4_4_4_2_2_4_2_2_2_5_1_4_5_2_0_0,0_neutral or dissatisfied
Male_Loyal Customer_54_Business travel_Business_1741_1_1_1_1_4_4_5_4_4_4_4_4_4_3_0_0,0_satisfied
Male_Loyal Customer_36_Business travel_Business_2651_4_4_4_4_3_4_4_5_5_5_5_5_5_3_10_0,0_satisfied
Female_Loyal Customer_11_Personal Travel_Eco_760_3_5_3_1_5_3_5_5_3_5_5_4_4_5_102_88,0_neutral or dissatisfied
Female_Loyal Customer_32_Personal Travel_Eco_1036_1_5_1_2_5_1_5_5_5_5_5_5_4_5_12_9,0_neutral or dissatisfied
Male_Loyal Customer_42_Business travel_Eco_2586_1_3_3_3_1_1_1_3_5_2_3_1_4_1_0_0,0_neutral or dissatisfied
Female_disloyal Customer_27_Business travel_Eco_1081_1_1_1_4_2_1_2_2_1_5_3_3_1_2_4_0,0_neutral or dissatisfied
Male_Loyal Customer_33_Personal Travel_Eco_646_2_4_2_3_3_2_3_3_4_1_3_2_5_3_1_0,0_neutral or dissatisfied
Female_Loyal Customer_28_Business travel_Business_308_1_3_3_3_1_1_1_1_3_3_3_3_3_1_0_0,0_neutral or dissatisfied
Male_Loyal Customer_44_Personal Travel_Eco_227_4_5_0_1_2_0_2_2_3_4_4_5_5_2_0_0,0_satisfied
Male_disloyal Customer_49_Business travel_Eco_1754_3_3_3_3_4_3_5_4_1_4_3_4_4_4_33_28,0_neutral or dissatisfied
Male_Loyal Customer_59_Business travel_Business_2176_2_3_2_2_3_5_2_5_5_5_5_4_5_4_5_0,0_satisfied
Male_disloyal Customer_20_Business travel_Business_271_0_0_0_1_1_0_1_1_5_4_4_4_4_1_0_0,0_satisfied
Female_Loyal Customer_62_Business travel_Business_3217_2_2_2_2_5_4_4_4_4_4_4_4_4_5_19_16,0_satisfied
Male_Loyal Customer_59_Business travel_Business_1491_3_3_3_3_2_4_4_3_3_2_3_4_3_3_15_14,0_satisfied
Female_Loyal Customer_29_Personal Travel_Eco_331_3_4_3_4_3_3_3_3_5_4_2_2_4_3_0_0,0_neutral or dissatisfied
Female_disloyal Customer_41_Business travel_Business_371_2_2_2_1_1_2_1_1_4_4_2_1_1_1_35_30,0_neutral or dissatisfied
Male_Loyal Customer_7_Personal Travel_Eco_727_1_5_1_3_4_1_4_4_4_1_1_5_4_4_0_0,0_neutral or dissatisfied
Female_Loyal Customer_65_Personal Travel_Business_1249_3_5_3_2_4_4_4_3_3_3_3_4_3_5_40_44,0_neutral or dissatisfied
Female_Loyal Customer_58_Business travel_Business_2498_3_3_3_3_4_4_4_5_5_5_5_4_5_3_0_0,0_satisfied
Female_Loyal Customer_45_Personal Travel_Eco Plus_545_2_5_2_2_4_1_1_2_2_2_4_4_2_3_14_20,0_neutral or dissatisfied
Male_Loyal Customer_46_Personal Travel_Eco Plus_1838_1_5_1_3_5_1_5_5_3_2_5_4_5_5_0_0,0_neutral or dissatisfied
Male_disloyal Customer_26_Business travel_Business_280_2_2_2_2_2_2_2_2_2_3_2_2_3_2_0_6,0_neutral or dissatisfied
Male_Loyal Customer_41_Business travel_Eco Plus_641_5_1_1_1_5_5_5_5_3_4_3_5_5_5_0_0,0_satisfied
Male_Loyal Customer_38_Personal Travel_Business_1237_3_4_3_1_4_3_4_5_5_3_5_5_5_5_6_0,0_neutral or dissatisfied
